site,cat_ID,year,date_collected,survival,death_date,cocoon_date,pupa_date,emerged_parasite,recorded_death,parasite_species,dissection_order,date_dissected,death_cause,sex,parasite,infection,infection_severity,certainity,cat_weight,stage,fat_body_amount,dried_up,parasite_present,killed,rearing_method,notes,pupated,cocooned,total_parasite,infection_severity.ord,date_collected_day,this_year,last_year,stage.ord
PRN,PRNpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,2020-07-21,virus,NA,NA,1,sh,very sure,0.162,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,12,0.145535,0.024256,pupa
PRN,PRNpad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,2020-07-21,virus,m,NA,1,m,very sure,0.085,adult,NA,1,NA,0,lab,"NA,adult in chrysalis",NA,NA,NA,m,12,0.145535,0.024256,adult
PRN,PRNpad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,2020-07-21,virus,m,NA,1,sh,very sure,0.127,adult,NA,1,NA,0,lab,"NA,adult in chrysalis",NA,NA,NA,sh,12,0.145535,0.024256,adult
PRN,PRNpad3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,2020-07-21,unknown,f,NA,1,l,very sure,0.181,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,12,0.145535,0.024256,adult
PRN,PRNpad4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,2020-07-21,virus_natural,f,NA,1,h,very sure,0.107,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,12,0.145535,0.024256,adult
YRK,YRKpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,2020-07-21,virus,f,NA,1,sh,very sure,0.232,pupa,NA,1,NA,0,lab,"NA,semi-adult",NA,NA,NA,sh,43,0.064362,0.079109,pupa
YRK,YRKpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,2020-07-21,virus,f,NA,1,sh,very sure,0.23,pupa,NA,1,NA,0,lab,"NA,white hair inside cavity, semi-adult",NA,NA,NA,sh,43,0.064362,0.079109,pupa
YRK,YRKpu3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,2020-07-21,unknown,NA,NA,1,l,very sure,0.199,pupa,NA,1,NA,0,lab,"NA,white hair inside cavity, semi-adult",NA,NA,NA,l,43,0.064362,0.079109,pupa
YRK,YRKad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,2020-07-21,virus_natural,f,NA,1,m,very sure,0.057,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,43,0.064362,0.079109,adult
YRK,YRKad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,2020-07-21,virus_natural,m,NA,1,m,very sure,0.114,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,43,0.064362,0.079109,adult
YRK,YRKad3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,2020-07-21,unknown_natural,m,NA,1,l,very sure,0.077,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,43,0.064362,0.079109,adult
